experience_coding,python_user,r_user,sql_user,most_used,compensation
0.49,FALSE,FALSE,FALSE,None,51414
0.88,TRUE,FALSE,FALSE,Keras,45140
4.2,TRUE,FALSE,TRUE,TensorFlow,50936
0.85,TRUE,FALSE,FALSE,None,526
5.1,TRUE,FALSE,FALSE,None,13470
0,FALSE,FALSE,FALSE,None,2125
5,TRUE,FALSE,FALSE,None,53796
0.82,TRUE,TRUE,FALSE,None,70533
1.2,TRUE,FALSE,FALSE,Keras,14340
0,FALSE,FALSE,FALSE,None,4047
11.5,TRUE,TRUE,FALSE,PyTorch,63977
3.6,TRUE,FALSE,FALSE,None,63660
0.42,FALSE,FALSE,FALSE,None,63186
2.8,TRUE,FALSE,FALSE,TensorFlow,65147
1.4,TRUE,FALSE,FALSE,Scikit-learn,9128
1.5,FALSE,TRUE,FALSE,None,991
1.2,TRUE,FALSE,FALSE,PyTorch,62139
5.8,TRUE,TRUE,FALSE,Scikit-learn,405
1.2,TRUE,TRUE,TRUE,None,41048
0.54,TRUE,FALSE,TRUE,TensorFlow,58780
9.8,TRUE,TRUE,TRUE,TensorFlow,247418
29.2,TRUE,FALSE,FALSE,Scikit-learn,69103
2.2,TRUE,TRUE,TRUE,Scikit-learn,44180
10.6,TRUE,FALSE,TRUE,None,168887
4.6,TRUE,FALSE,TRUE,Scikit-learn,36696
2.5,TRUE,FALSE,TRUE,TensorFlow,7985
3.2,TRUE,FALSE,FALSE,Keras,40589
3.1,TRUE,FALSE,FALSE,Keras,15976
1.2,TRUE,TRUE,FALSE,None,14404
2.3,TRUE,FALSE,FALSE,None,54537
0,FALSE,FALSE,FALSE,None,68486
14.3,TRUE,TRUE,TRUE,TensorFlow,57107
3.8,FALSE,FALSE,FALSE,None,106321
11.2,TRUE,FALSE,FALSE,TensorFlow,172884
2.7,TRUE,FALSE,TRUE,TensorFlow,61607
2.6,FALSE,FALSE,FALSE,None,60877
4.2,TRUE,FALSE,TRUE,Scikit-learn,99453
2.9,TRUE,FALSE,TRUE,TensorFlow,69243
3.2,TRUE,FALSE,TRUE,None,20713
2.6,TRUE,FALSE,TRUE,None,70653
1.1,TRUE,TRUE,TRUE,Keras,183
1.6,TRUE,FALSE,FALSE,TensorFlow,5364
0.38,TRUE,FALSE,FALSE,PyTorch,16771
1.1,TRUE,FALSE,FALSE,None,55695
2.8,TRUE,TRUE,FALSE,None,58947
5.7,FALSE,FALSE,FALSE,None,69241
11.8,TRUE,FALSE,FALSE,Scikit-learn,74741
1.8,TRUE,FALSE,FALSE,None,938
0.79,TRUE,FALSE,FALSE,None,65527
1.5,TRUE,FALSE,FALSE,Scikit-learn,106339
0.88,TRUE,FALSE,FALSE,None,58744
24.8,TRUE,FALSE,TRUE,TensorFlow,297053
3.6,TRUE,TRUE,FALSE,None,62856
1.7,TRUE,FALSE,TRUE,None,3414
1.1,TRUE,TRUE,TRUE,None,50044
2,TRUE,FALSE,FALSE,Keras,71415
13.5,TRUE,FALSE,TRUE,PyTorch,176491
0,FALSE,FALSE,FALSE,None,312
1.9,TRUE,FALSE,FALSE,PyTorch,59500
22.2,FALSE,TRUE,TRUE,TensorFlow,942
0.46,TRUE,FALSE,FALSE,None,50589
1.7,TRUE,FALSE,TRUE,Scikit-learn,11262
3.4,TRUE,FALSE,TRUE,Scikit-learn,7178
0.69,TRUE,TRUE,FALSE,None,58915
3.7,FALSE,FALSE,FALSE,None,7663
2.1,FALSE,FALSE,FALSE,TensorFlow,436
10.5,FALSE,TRUE,TRUE,None,59220
8.7,FALSE,FALSE,TRUE,None,70323
8.3,TRUE,FALSE,FALSE,Keras,64433
4.9,TRUE,FALSE,TRUE,PyTorch,55280
0,FALSE,FALSE,FALSE,None,202
23.3,TRUE,FALSE,TRUE,None,71472
2.1,TRUE,TRUE,FALSE,Scikit-learn,65067
0.54,TRUE,FALSE,FALSE,Scikit-learn,73548
3.1,TRUE,FALSE,FALSE,Scikit-learn,69347
4.9,TRUE,FALSE,FALSE,PyTorch,65349
1.6,TRUE,FALSE,TRUE,Scikit-learn,3294
0.58,TRUE,FALSE,FALSE,None,71238
6.9,TRUE,FALSE,FALSE,TensorFlow,38776
1.9,TRUE,FALSE,FALSE,TensorFlow,59085
5.1,TRUE,FALSE,TRUE,Scikit-learn,575
12,FALSE,TRUE,TRUE,None,13189
3.2,TRUE,FALSE,FALSE,TensorFlow,60274
18.6,TRUE,FALSE,TRUE,PyTorch,1309957
0,FALSE,FALSE,FALSE,None,52635
0,FALSE,FALSE,FALSE,None,6680
1,TRUE,FALSE,FALSE,Keras,56621
11.5,TRUE,FALSE,TRUE,Scikit-learn,11920
19.1,TRUE,FALSE,TRUE,Scikit-learn,58689
0.97,TRUE,FALSE,TRUE,None,58812
2.8,TRUE,FALSE,FALSE,Scikit-learn,56655
0.84,TRUE,FALSE,TRUE,Scikit-learn,56863
0.33,FALSE,FALSE,TRUE,None,50380
0.7,FALSE,TRUE,TRUE,None,64003
0.44,TRUE,TRUE,FALSE,None,51129
2.4,TRUE,FALSE,FALSE,Scikit-learn,3863
4.3,TRUE,FALSE,TRUE,Scikit-learn,39072
0.77,TRUE,FALSE,TRUE,Scikit-learn,74229
24.2,FALSE,TRUE,FALSE,Scikit-learn,826
29,TRUE,TRUE,TRUE,TensorFlow,188992
2.7,TRUE,FALSE,TRUE,Keras,71917
1.1,TRUE,TRUE,FALSE,Keras,10475
4,TRUE,FALSE,FALSE,TensorFlow,3738
3.9,TRUE,FALSE,FALSE,Scikit-learn,60329
22.4,TRUE,TRUE,FALSE,TensorFlow,518
19.5,TRUE,TRUE,TRUE,Keras,2711
2.7,TRUE,FALSE,TRUE,Scikit-learn,10523
0.64,TRUE,FALSE,FALSE,None,54688
4,TRUE,TRUE,FALSE,Scikit-learn,67871
19.5,TRUE,FALSE,TRUE,Scikit-learn,59704
0.8,TRUE,FALSE,FALSE,Keras,73047
5.8,TRUE,FALSE,FALSE,Scikit-learn,207236
3.1,TRUE,TRUE,TRUE,Scikit-learn,1067997
2.3,TRUE,FALSE,FALSE,None,71578
1.9,FALSE,FALSE,TRUE,None,1216
9.4,TRUE,FALSE,FALSE,Scikit-learn,72648
0.7,FALSE,FALSE,TRUE,None,1455
27,TRUE,FALSE,TRUE,None,87349
2.7,TRUE,FALSE,TRUE,None,63265
2.1,TRUE,FALSE,TRUE,None,74963
0.63,TRUE,FALSE,TRUE,None,67784
8,TRUE,FALSE,FALSE,Scikit-learn,50996
3.2,TRUE,FALSE,FALSE,Scikit-learn,56289
0.82,FALSE,FALSE,FALSE,None,74654
2.4,TRUE,FALSE,FALSE,PyTorch,702
2.7,FALSE,TRUE,FALSE,None,18500
18.9,FALSE,FALSE,TRUE,None,52065
0.83,TRUE,FALSE,TRUE,Scikit-learn,74822
0.27,TRUE,FALSE,FALSE,None,62689
1.1,TRUE,FALSE,FALSE,Scikit-learn,909
4.5,TRUE,FALSE,FALSE,Scikit-learn,45079
28.8,FALSE,FALSE,TRUE,None,288618
27.6,FALSE,FALSE,FALSE,None,53143
8.6,TRUE,TRUE,TRUE,Keras,64204
0.47,FALSE,FALSE,TRUE,None,39817
0.25,TRUE,FALSE,FALSE,None,70216
2.5,TRUE,FALSE,FALSE,None,70341
8.3,TRUE,FALSE,TRUE,Scikit-learn,98734
8.5,TRUE,FALSE,FALSE,Keras,20866
1.2,TRUE,FALSE,FALSE,TensorFlow,70052
0.26,TRUE,FALSE,FALSE,Scikit-learn,59955
24.6,TRUE,FALSE,TRUE,None,66658
2.1,TRUE,FALSE,FALSE,None,73912
23.9,TRUE,TRUE,TRUE,Scikit-learn,50874
3.6,TRUE,FALSE,TRUE,None,51091
11.1,TRUE,FALSE,FALSE,TensorFlow,4558
0.7,TRUE,FALSE,FALSE,None,894
4,TRUE,FALSE,FALSE,Scikit-learn,4375
29.2,TRUE,TRUE,FALSE,TensorFlow,55207
4.4,FALSE,FALSE,FALSE,None,289007
25,TRUE,TRUE,TRUE,None,1211
0,FALSE,FALSE,FALSE,None,422
0.84,FALSE,TRUE,TRUE,Scikit-learn,8183
1,FALSE,FALSE,FALSE,None,928
0,FALSE,FALSE,FALSE,None,1854
4.2,TRUE,FALSE,TRUE,Keras,65205
2.5,TRUE,FALSE,FALSE,TensorFlow,54728
28.8,FALSE,FALSE,FALSE,None,526448
19.1,FALSE,FALSE,TRUE,Scikit-learn,56262
0,FALSE,FALSE,FALSE,None,1629
14.1,TRUE,TRUE,TRUE,Scikit-learn,60959
7.2,TRUE,FALSE,TRUE,TensorFlow,50107
4.6,TRUE,FALSE,FALSE,None,54673
21.7,TRUE,FALSE,FALSE,TensorFlow,115006
0,FALSE,FALSE,FALSE,None,51033
15.5,FALSE,FALSE,FALSE,None,11901
2.5,TRUE,FALSE,FALSE,Scikit-learn,78244
22.6,FALSE,TRUE,TRUE,None,203995
12.9,TRUE,FALSE,TRUE,TensorFlow,239871
1.8,TRUE,TRUE,TRUE,Scikit-learn,20821
0.42,TRUE,FALSE,FALSE,None,61975
0.54,TRUE,FALSE,FALSE,None,71053
0.28,TRUE,TRUE,FALSE,None,597
0.23,TRUE,FALSE,TRUE,Scikit-learn,59192
2.6,TRUE,FALSE,TRUE,Scikit-learn,4134
7.9,TRUE,FALSE,FALSE,Scikit-learn,52480
0,FALSE,FALSE,FALSE,None,79204
17.3,TRUE,TRUE,FALSE,None,92448
9.5,TRUE,TRUE,FALSE,PyTorch,2698
1.1,TRUE,TRUE,TRUE,None,884
25.3,TRUE,FALSE,FALSE,Keras,62914
0.27,FALSE,FALSE,FALSE,None,67132
3.1,TRUE,FALSE,TRUE,TensorFlow,60445
0.89,TRUE,FALSE,TRUE,None,55955
3,TRUE,TRUE,TRUE,TensorFlow,53506
4.9,FALSE,FALSE,FALSE,Keras,1376
24.6,TRUE,TRUE,TRUE,PyTorch,250138
4.3,TRUE,FALSE,TRUE,TensorFlow,20706
11.7,TRUE,TRUE,FALSE,None,19051
9.3,TRUE,FALSE,FALSE,Keras,110
3.3,TRUE,FALSE,FALSE,Scikit-learn,69692
1.4,TRUE,FALSE,TRUE,None,279
0.81,TRUE,FALSE,TRUE,None,64788
4.7,TRUE,FALSE,FALSE,Scikit-learn,1225
0.89,TRUE,FALSE,FALSE,TensorFlow,66999
1.6,FALSE,FALSE,FALSE,None,80015
1.8,TRUE,FALSE,FALSE,TensorFlow,53154
10.1,TRUE,FALSE,TRUE,Keras,44799
7.2,TRUE,FALSE,FALSE,TensorFlow,68291
0.7,TRUE,FALSE,TRUE,Keras,51961
2.2,TRUE,FALSE,TRUE,Keras,233
0.98,TRUE,FALSE,FALSE,None,71805
22.8,FALSE,FALSE,TRUE,Keras,11123
0.39,TRUE,FALSE,FALSE,TensorFlow,8758
2.3,TRUE,TRUE,TRUE,Scikit-learn,960
22.2,TRUE,FALSE,FALSE,Scikit-learn,1564
2.8,TRUE,FALSE,FALSE,PyTorch,51307
18.7,FALSE,FALSE,TRUE,None,29570
1.9,TRUE,FALSE,TRUE,TensorFlow,13358
2.1,TRUE,FALSE,TRUE,TensorFlow,59249
1.2,TRUE,FALSE,TRUE,Scikit-learn,940
0.47,TRUE,TRUE,FALSE,None,54799
3.2,TRUE,FALSE,TRUE,Scikit-learn,101
0.61,TRUE,FALSE,TRUE,Scikit-learn,974
8.8,TRUE,FALSE,TRUE,TensorFlow,57171
0.87,TRUE,FALSE,FALSE,None,55598
1.7,TRUE,FALSE,FALSE,Scikit-learn,53183
22.6,TRUE,TRUE,FALSE,None,110465
1.6,TRUE,FALSE,FALSE,None,74980
4.6,TRUE,FALSE,TRUE,TensorFlow,22140
1.8,TRUE,FALSE,FALSE,Keras,67085
5.4,TRUE,FALSE,TRUE,None,76863
1.9,FALSE,FALSE,FALSE,Keras,62873
1.5,TRUE,FALSE,FALSE,Scikit-learn,54186
2.1,TRUE,FALSE,FALSE,Keras,17142
3.2,FALSE,FALSE,FALSE,Scikit-learn,74800
3.2,TRUE,FALSE,FALSE,TensorFlow,40805
4.1,TRUE,FALSE,TRUE,None,57460
0.62,TRUE,FALSE,FALSE,TensorFlow,67981
8.2,TRUE,FALSE,FALSE,None,74733
2,TRUE,FALSE,TRUE,Scikit-learn,779
2.2,TRUE,FALSE,FALSE,None,68670
0,FALSE,FALSE,FALSE,None,4709
4.7,TRUE,FALSE,FALSE,Scikit-learn,132
12.1,TRUE,FALSE,TRUE,None,22343
17,TRUE,TRUE,FALSE,None,69198
1.9,TRUE,FALSE,FALSE,None,62935
2.2,TRUE,FALSE,TRUE,PyTorch,63815
0.26,TRUE,FALSE,FALSE,None,46217
0.42,TRUE,FALSE,TRUE,None,69639
0,FALSE,FALSE,FALSE,None,62538
1.1,FALSE,FALSE,TRUE,None,62648
0.4,TRUE,FALSE,FALSE,None,54498
4.5,FALSE,FALSE,FALSE,None,5171
0.65,TRUE,FALSE,TRUE,Keras,65762
0.57,TRUE,FALSE,FALSE,None,65303
14.2,TRUE,FALSE,TRUE,Scikit-learn,11826
23.9,TRUE,TRUE,FALSE,TensorFlow,116782
0.87,TRUE,FALSE,FALSE,None,74175
6.7,TRUE,TRUE,FALSE,None,57940
12,TRUE,FALSE,TRUE,PyTorch,1638
15.3,TRUE,FALSE,FALSE,TensorFlow,3988
18.1,TRUE,FALSE,FALSE,Keras,66555
3.2,TRUE,FALSE,TRUE,Scikit-learn,122850
1.9,TRUE,FALSE,FALSE,None,57284
0.43,TRUE,FALSE,FALSE,PyTorch,63398
8.7,TRUE,FALSE,TRUE,None,110232
17.6,FALSE,TRUE,FALSE,Keras,70440
7.6,TRUE,FALSE,FALSE,PyTorch,36226
7.9,TRUE,TRUE,FALSE,Scikit-learn,4811
2.5,TRUE,FALSE,FALSE,TensorFlow,52981
20.2,FALSE,FALSE,TRUE,Keras,106221
1.4,TRUE,FALSE,FALSE,TensorFlow,68971
4.4,TRUE,TRUE,FALSE,PyTorch,63632
12.1,TRUE,FALSE,TRUE,Scikit-learn,65917
6.9,TRUE,TRUE,TRUE,Keras,68691
13.9,TRUE,FALSE,TRUE,Scikit-learn,162066
0,FALSE,FALSE,FALSE,None,19624
1.8,TRUE,TRUE,FALSE,TensorFlow,3248
2.7,TRUE,FALSE,FALSE,Scikit-learn,4343
0.81,TRUE,FALSE,FALSE,Scikit-learn,65676
2.3,TRUE,FALSE,TRUE,Scikit-learn,66168
0,FALSE,FALSE,FALSE,None,555
2.5,TRUE,FALSE,FALSE,Keras,64726
23.3,TRUE,FALSE,FALSE,PyTorch,5892
2.1,TRUE,FALSE,FALSE,Scikit-learn,64102
6.6,TRUE,FALSE,FALSE,TensorFlow,27369
2.7,TRUE,FALSE,FALSE,Scikit-learn,61853
21.6,FALSE,FALSE,FALSE,None,124239
1.7,TRUE,TRUE,FALSE,Scikit-learn,298
4.2,FALSE,FALSE,FALSE,None,65989
4.1,TRUE,FALSE,TRUE,Scikit-learn,12621
0.73,TRUE,TRUE,TRUE,None,55130
4.1,TRUE,FALSE,FALSE,Scikit-learn,450
3.1,TRUE,FALSE,FALSE,None,72634
4.7,TRUE,FALSE,TRUE,Keras,108076
8.5,TRUE,FALSE,FALSE,Scikit-learn,80549
3.6,TRUE,FALSE,FALSE,Scikit-learn,71965
13.2,TRUE,TRUE,FALSE,None,69427
7,TRUE,TRUE,TRUE,PyTorch,74718
10,TRUE,TRUE,TRUE,PyTorch,85041
1,TRUE,FALSE,TRUE,Scikit-learn,57855
1.3,TRUE,FALSE,TRUE,Keras,62499
1.4,TRUE,FALSE,FALSE,Scikit-learn,1071
4.6,TRUE,FALSE,FALSE,Scikit-learn,11983
16,FALSE,FALSE,TRUE,None,645
5.1,TRUE,TRUE,TRUE,TensorFlow,72659
0.48,TRUE,FALSE,FALSE,None,73225
0.45,TRUE,FALSE,TRUE,None,70455
9.1,TRUE,FALSE,FALSE,Keras,661
0.37,FALSE,TRUE,FALSE,None,52783
2.7,TRUE,FALSE,FALSE,Scikit-learn,62868
24.5,FALSE,FALSE,FALSE,Keras,505
3.8,TRUE,FALSE,TRUE,Keras,22826
6.3,TRUE,FALSE,TRUE,TensorFlow,9448
0.96,TRUE,FALSE,FALSE,Scikit-learn,895
0.68,TRUE,FALSE,TRUE,None,64883
0,FALSE,FALSE,FALSE,None,104116
0.31,TRUE,FALSE,FALSE,None,66766
0.65,TRUE,FALSE,FALSE,None,71246
0.78,TRUE,TRUE,FALSE,None,60899
0.65,TRUE,FALSE,FALSE,None,51181
3.9,FALSE,FALSE,FALSE,PyTorch,68435
0.61,FALSE,FALSE,FALSE,None,17717
8,TRUE,TRUE,TRUE,Keras,1436
1.3,TRUE,TRUE,FALSE,None,63236
25.3,TRUE,FALSE,TRUE,None,12384
19.7,TRUE,FALSE,FALSE,Scikit-learn,62894
3.4,TRUE,FALSE,FALSE,None,1825
9.7,TRUE,FALSE,FALSE,PyTorch,100894
2.8,TRUE,TRUE,FALSE,Scikit-learn,57247
2.7,TRUE,FALSE,TRUE,PyTorch,60405
3.7,TRUE,FALSE,FALSE,Scikit-learn,70261
0,FALSE,FALSE,FALSE,None,262
10.9,TRUE,TRUE,TRUE,None,65424
3.5,TRUE,FALSE,TRUE,Scikit-learn,522
3,TRUE,FALSE,TRUE,None,68299
1.8,TRUE,FALSE,FALSE,Scikit-learn,71022
2.7,TRUE,FALSE,TRUE,Keras,1356
4.1,TRUE,FALSE,TRUE,Scikit-learn,27769
1.1,TRUE,TRUE,TRUE,Scikit-learn,1094
0.86,TRUE,FALSE,FALSE,Scikit-learn,6749
28,TRUE,FALSE,FALSE,Scikit-learn,92034
0.47,TRUE,FALSE,FALSE,None,54969
0,FALSE,FALSE,FALSE,None,53087
4.5,TRUE,FALSE,FALSE,PyTorch,61094
2,TRUE,FALSE,TRUE,None,39079
0.82,TRUE,FALSE,FALSE,None,53035
15,TRUE,FALSE,FALSE,TensorFlow,1127
0.76,FALSE,FALSE,FALSE,None,69363
0.68,TRUE,TRUE,FALSE,Scikit-learn,69840
3.7,TRUE,TRUE,TRUE,Scikit-learn,21563
8.2,TRUE,FALSE,TRUE,TensorFlow,101737
1.3,TRUE,FALSE,FALSE,TensorFlow,68551
4.9,TRUE,FALSE,FALSE,Keras,55560
8.9,FALSE,FALSE,FALSE,TensorFlow,60509
0.67,TRUE,FALSE,FALSE,Scikit-learn,56270
2.5,TRUE,FALSE,FALSE,None,68368
1.6,TRUE,FALSE,FALSE,None,52559
0,FALSE,FALSE,FALSE,None,1100
3.7,TRUE,FALSE,TRUE,TensorFlow,50561
1.9,TRUE,TRUE,TRUE,Scikit-learn,54121
0,FALSE,FALSE,FALSE,None,2996
9.4,TRUE,TRUE,TRUE,Keras,25568
2.5,FALSE,FALSE,FALSE,None,70581
8.8,TRUE,FALSE,FALSE,Scikit-learn,812
8.4,TRUE,FALSE,TRUE,Scikit-learn,4349
0.29,TRUE,FALSE,FALSE,Scikit-learn,854
29.7,TRUE,FALSE,TRUE,Scikit-learn,197451
1.4,TRUE,TRUE,TRUE,PyTorch,14343
0.9,TRUE,FALSE,FALSE,Scikit-learn,50672
0.38,TRUE,FALSE,FALSE,PyTorch,2409
1.3,TRUE,FALSE,FALSE,TensorFlow,60363
3.4,FALSE,FALSE,TRUE,TensorFlow,11416
0,FALSE,FALSE,FALSE,None,73542
1.7,TRUE,TRUE,TRUE,TensorFlow,66162
2.9,TRUE,FALSE,TRUE,Scikit-learn,57015
2.3,TRUE,TRUE,TRUE,PyTorch,70733
0.96,TRUE,FALSE,TRUE,None,522
22.9,TRUE,FALSE,FALSE,Keras,53257
2.2,TRUE,TRUE,TRUE,Scikit-learn,25227
1.4,TRUE,TRUE,FALSE,TensorFlow,55136
1.8,TRUE,FALSE,FALSE,Scikit-learn,52567
2.6,TRUE,FALSE,FALSE,None,65938
1,TRUE,TRUE,TRUE,None,7221
0.63,TRUE,TRUE,TRUE,None,65319
0,FALSE,FALSE,FALSE,None,747
1.8,TRUE,FALSE,TRUE,Scikit-learn,70777
11.8,TRUE,FALSE,FALSE,TensorFlow,61480
8.3,FALSE,FALSE,TRUE,TensorFlow,51753
2.7,TRUE,FALSE,FALSE,None,74669
4.5,TRUE,FALSE,FALSE,Keras,67324
2.7,FALSE,TRUE,FALSE,TensorFlow,1866
0,FALSE,FALSE,FALSE,None,41240
1.5,TRUE,FALSE,TRUE,None,61811
2.6,TRUE,FALSE,FALSE,None,338
0.42,TRUE,FALSE,FALSE,Scikit-learn,416
23.1,TRUE,TRUE,TRUE,Scikit-learn,266395
0.89,TRUE,FALSE,FALSE,Keras,55460
4.3,TRUE,FALSE,FALSE,Scikit-learn,744
11.5,TRUE,FALSE,FALSE,Scikit-learn,36227
5.1,FALSE,FALSE,FALSE,None,54979
2.8,TRUE,FALSE,TRUE,Scikit-learn,51148
6.5,TRUE,TRUE,TRUE,Scikit-learn,106024
3.7,TRUE,FALSE,FALSE,TensorFlow,14351
5.8,TRUE,FALSE,FALSE,Scikit-learn,10904
9.1,TRUE,FALSE,TRUE,TensorFlow,70231
9,TRUE,FALSE,TRUE,None,17845
11.1,FALSE,FALSE,TRUE,Scikit-learn,7568
5,TRUE,TRUE,TRUE,Scikit-learn,5568
1.8,TRUE,FALSE,FALSE,TensorFlow,63146
13.5,FALSE,FALSE,TRUE,None,51080
18.3,TRUE,TRUE,TRUE,Scikit-learn,118349
0.26,TRUE,FALSE,TRUE,None,64610
9.6,TRUE,FALSE,TRUE,None,6957
14.4,TRUE,FALSE,TRUE,PyTorch,171808
7.6,TRUE,FALSE,TRUE,Scikit-learn,15547
0.98,TRUE,FALSE,FALSE,Scikit-learn,74958
2.9,TRUE,FALSE,FALSE,Scikit-learn,65383
0,FALSE,FALSE,FALSE,None,1687
3.9,TRUE,FALSE,FALSE,Scikit-learn,69328
1.1,TRUE,TRUE,FALSE,None,59889
4.9,TRUE,FALSE,FALSE,None,847
0.95,TRUE,FALSE,TRUE,Scikit-learn,432
4.2,TRUE,FALSE,FALSE,None,57549
7.8,TRUE,FALSE,TRUE,None,206074
2.3,TRUE,FALSE,FALSE,Keras,58502
1.6,TRUE,FALSE,TRUE,Scikit-learn,67582
2.4,TRUE,FALSE,FALSE,None,5975
0,FALSE,FALSE,FALSE,None,66847
0.78,TRUE,FALSE,FALSE,PyTorch,63752
23.5,TRUE,FALSE,TRUE,Scikit-learn,175350
0,FALSE,FALSE,FALSE,None,1247
7.6,FALSE,FALSE,FALSE,Keras,2234
3.6,TRUE,FALSE,TRUE,TensorFlow,65726
5,TRUE,FALSE,TRUE,None,67636
1.9,TRUE,TRUE,FALSE,Scikit-learn,603
1.8,FALSE,FALSE,FALSE,Scikit-learn,3529
2.9,TRUE,FALSE,FALSE,TensorFlow,67318
0.3,TRUE,TRUE,TRUE,None,68130
4.7,TRUE,FALSE,TRUE,Scikit-learn,12648
27.6,TRUE,TRUE,TRUE,Scikit-learn,92315
0.7,TRUE,FALSE,FALSE,Scikit-learn,64502
0,FALSE,FALSE,FALSE,None,22840
1.1,TRUE,FALSE,FALSE,Keras,11866
3.8,TRUE,FALSE,FALSE,TensorFlow,73474
1.5,TRUE,FALSE,FALSE,Scikit-learn,58805
16,TRUE,FALSE,FALSE,PyTorch,203394
12.6,TRUE,FALSE,TRUE,Scikit-learn,72302
1.7,TRUE,FALSE,FALSE,Scikit-learn,62401
10.9,TRUE,TRUE,TRUE,Scikit-learn,101526
6.4,TRUE,FALSE,TRUE,Scikit-learn,26898
3,TRUE,FALSE,FALSE,Scikit-learn,67940
27.9,TRUE,TRUE,TRUE,Keras,17754
4.4,TRUE,FALSE,FALSE,Keras,15853
0,FALSE,FALSE,FALSE,None,3129
2.7,TRUE,FALSE,TRUE,TensorFlow,21757
1.8,TRUE,FALSE,TRUE,Keras,13648
1.9,FALSE,FALSE,TRUE,PyTorch,266
4.9,TRUE,FALSE,TRUE,Scikit-learn,47319
0.32,TRUE,FALSE,TRUE,TensorFlow,70242
2.9,TRUE,FALSE,FALSE,None,2589
0.91,FALSE,TRUE,FALSE,None,12401
2.2,TRUE,FALSE,FALSE,None,58749
10,TRUE,FALSE,FALSE,Scikit-learn,110063
1,TRUE,TRUE,TRUE,PyTorch,641
0.7,TRUE,FALSE,TRUE,Keras,36060
21.1,TRUE,TRUE,FALSE,Scikit-learn,93077
25.2,FALSE,FALSE,TRUE,None,186368
23.5,TRUE,FALSE,FALSE,Scikit-learn,339210
4.1,TRUE,FALSE,TRUE,TensorFlow,272
3.9,FALSE,FALSE,FALSE,None,51402
1,TRUE,FALSE,FALSE,None,1623
18.8,FALSE,FALSE,TRUE,None,6389
24.7,TRUE,FALSE,TRUE,Scikit-learn,117307
1.9,TRUE,FALSE,TRUE,Keras,38698
7.4,TRUE,FALSE,FALSE,TensorFlow,68158
1.6,FALSE,FALSE,FALSE,None,1817
0.87,TRUE,FALSE,FALSE,None,67662
8.4,TRUE,FALSE,TRUE,TensorFlow,205
7.1,FALSE,FALSE,TRUE,None,7953
2.9,TRUE,FALSE,FALSE,TensorFlow,192
0.33,TRUE,FALSE,FALSE,None,56017
0.79,TRUE,TRUE,TRUE,None,68606
0.78,TRUE,FALSE,FALSE,PyTorch,56874
2.7,TRUE,FALSE,FALSE,None,65721
0.34,TRUE,FALSE,FALSE,None,61780
9.1,TRUE,FALSE,FALSE,Keras,19622
14.2,TRUE,FALSE,TRUE,None,114177
5.1,TRUE,FALSE,TRUE,Keras,9000
21.5,TRUE,FALSE,TRUE,Scikit-learn,196789
3.7,TRUE,FALSE,TRUE,Scikit-learn,1740
0.22,TRUE,FALSE,FALSE,Scikit-learn,50582
0,FALSE,FALSE,FALSE,None,6900
3.5,TRUE,TRUE,FALSE,TensorFlow,74004
10.5,TRUE,TRUE,TRUE,None,34276
4,TRUE,TRUE,TRUE,TensorFlow,27384
5.4,TRUE,FALSE,FALSE,Keras,59494
0.46,FALSE,FALSE,TRUE,None,19714
0.65,TRUE,FALSE,FALSE,None,70389
0.83,TRUE,FALSE,FALSE,Scikit-learn,73634
7.5,TRUE,TRUE,FALSE,PyTorch,822
2,FALSE,FALSE,FALSE,None,52576
0.24,TRUE,FALSE,FALSE,TensorFlow,50009
0.6,TRUE,FALSE,TRUE,TensorFlow,72558
3,TRUE,FALSE,FALSE,Keras,54788
1.7,TRUE,FALSE,FALSE,Scikit-learn,106784
5.3,TRUE,TRUE,FALSE,PyTorch,123739
2.4,TRUE,FALSE,FALSE,Scikit-learn,59703
0.38,TRUE,TRUE,TRUE,None,73
1.1,TRUE,FALSE,FALSE,Scikit-learn,50967
1.6,TRUE,FALSE,FALSE,Scikit-learn,15653
8.9,TRUE,FALSE,FALSE,Scikit-learn,2236
1.9,TRUE,FALSE,TRUE,Scikit-learn,161479
0.8,TRUE,FALSE,FALSE,None,73904
2.1,TRUE,FALSE,FALSE,None,68453
0.42,TRUE,FALSE,TRUE,Scikit-learn,29670
25.2,TRUE,FALSE,TRUE,TensorFlow,4035
6.9,TRUE,TRUE,TRUE,Keras,117392
0.4,TRUE,TRUE,TRUE,None,63963
0.95,TRUE,FALSE,FALSE,Scikit-learn,72390
25.8,TRUE,FALSE,FALSE,Scikit-learn,1976
0.65,TRUE,TRUE,TRUE,PyTorch,3643
0.55,TRUE,FALSE,FALSE,Scikit-learn,59732
27.7,TRUE,TRUE,FALSE,Scikit-learn,53961
0.47,FALSE,FALSE,FALSE,None,39012
2.1,TRUE,FALSE,TRUE,None,2767
4.4,TRUE,FALSE,TRUE,TensorFlow,324
2.7,TRUE,FALSE,TRUE,TensorFlow,71892
2.8,TRUE,FALSE,TRUE,None,195
9.8,TRUE,FALSE,FALSE,PyTorch,192482
18.4,TRUE,FALSE,TRUE,Scikit-learn,397
4.7,TRUE,FALSE,TRUE,TensorFlow,55921
0.41,TRUE,FALSE,TRUE,Scikit-learn,1188
