experience_coding,python_user,r_user,sql_user,most_used,compensation,categories
1.5,True,False,True,Scikit-learn,62831, < 5 Years
1.9,True,False,True,TensorFlow,410, < 5 Years
1.8,True,False,False,Keras,58932, < 5 Years
2.8,True,True,True,TensorFlow,10317, < 5 Years
1.8,True,False,False,,69382, < 5 Years
0.0,False,False,False,,669, < 5 Years
0.69,True,True,False,TensorFlow,5420, < 5 Years
0.58,True,False,True,,7832, < 5 Years
4.4,True,True,True,TensorFlow,9628, < 5 Years
11.1,True,False,False,Scikit-learn,123508,10-15 Years
9.2,True,False,True,,1562,5-10 Years
7.0,True,False,False,,73384,5-10 Years
2.3,True,False,False,Keras,68500, < 5 Years
4.1,True,False,False,Scikit-learn,55666, < 5 Years
2.1,True,False,True,,1742, < 5 Years
3.6,True,True,True,Scikit-learn,11385, < 5 Years
0.38,True,False,True,,72907, < 5 Years
9.1,True,True,False,PyTorch,23586,5-10 Years
2.1,True,False,True,PyTorch,71451, < 5 Years
4.6,True,False,True,PyTorch,7216, < 5 Years
3.8,True,False,False,Keras,4409, < 5 Years
2.2,True,False,True,Keras,9636, < 5 Years
0.0,False,False,False,,4160, < 5 Years
3.3,True,True,True,PyTorch,375, < 5 Years
1.0,True,False,False,Scikit-learn,5383, < 5 Years
1.9,True,True,False,,12990, < 5 Years
3.8,True,False,False,Keras,66514, < 5 Years
4.3,True,False,False,Scikit-learn,9496, < 5 Years
2.4,True,True,True,Scikit-learn,107892, < 5 Years
3.7,True,True,True,Scikit-learn,178180, < 5 Years
10.1,True,False,True,Scikit-learn,63345,10-15 Years
10.0,True,True,True,Scikit-learn,553,10-15 Years
7.7,False,False,False,TensorFlow,2500,5-10 Years
1.5,False,False,False,,359, < 5 Years
0.47,True,False,True,Scikit-learn,6467, < 5 Years
0.26,True,True,False,,59508, < 5 Years
0.7,True,False,True,,1750, < 5 Years
3.9,True,False,False,Scikit-learn,10465, < 5 Years
1.9,True,False,True,Keras,56934, < 5 Years
3.0,True,False,True,PyTorch,74041, < 5 Years
1.1,True,False,False,,19334, < 5 Years
6.5,True,False,True,Scikit-learn,69710,5-10 Years
2.5,True,False,False,TensorFlow,60497, < 5 Years
9.0,True,False,True,Scikit-learn,114608,5-10 Years
4.5,True,False,True,TensorFlow,6052, < 5 Years
9.0,True,False,False,PyTorch,52564,5-10 Years
1.5,True,True,False,,72782, < 5 Years
0.0,False,False,False,,212520, < 5 Years
2.2,True,True,True,Keras,706, < 5 Years
14.2,False,False,False,,8104,10-15 Years
4.2,True,False,True,PyTorch,59928, < 5 Years
0.0,False,False,False,,57734, < 5 Years
2.7,True,False,True,PyTorch,1967, < 5 Years
14.7,True,False,True,Scikit-learn,18404,10-15 Years
2.8,True,False,False,Keras,57674, < 5 Years
5.8,True,False,False,TensorFlow,3291,5-10 Years
0.48,True,False,False,PyTorch,64076, < 5 Years
9.6,True,False,False,PyTorch,73251,5-10 Years
4.6,True,False,True,Keras,175190, < 5 Years
15.4,True,True,True,Scikit-learn,170588,15-20 Years
2.3,True,True,True,Keras,73430, < 5 Years
0.88,True,False,False,,59062, < 5 Years
4.7,True,True,True,Keras,31219, < 5 Years
0.98,True,False,False,,60570, < 5 Years
0.8,True,False,False,,71398, < 5 Years
1.7,True,True,False,TensorFlow,63497, < 5 Years
13.8,True,False,True,TensorFlow,101798,10-15 Years
8.6,True,False,True,,3785,5-10 Years
3.5,True,False,False,Keras,74623, < 5 Years
1.9,True,False,False,Scikit-learn,56059, < 5 Years
23.2,True,False,True,Scikit-learn,182307,20-25 Years
4.8,True,False,False,PyTorch,54088, < 5 Years
14.2,False,False,False,,8018,10-15 Years
3.9,True,False,True,Scikit-learn,32764, < 5 Years
6.1,True,False,True,PyTorch,58686,5-10 Years
14.7,False,False,True,Scikit-learn,16345,10-15 Years
1.6,True,False,False,Scikit-learn,51734, < 5 Years
24.3,True,False,False,,59507,20-25 Years
4.5,False,True,True,,73662, < 5 Years
0.86,True,False,True,Scikit-learn,64628, < 5 Years
0.23,True,False,True,,2198, < 5 Years
0.51,True,True,True,,57421, < 5 Years
3.3,True,False,False,PyTorch,1081, < 5 Years
0.0,False,False,False,,660, < 5 Years
7.3,False,False,False,,19145,5-10 Years
1.8,True,True,True,Keras,118059, < 5 Years
17.9,True,False,True,PyTorch,53080,15-20 Years
0.63,True,False,False,,778, < 5 Years
0.51,True,False,True,Scikit-learn,110677, < 5 Years
1.3,True,True,False,PyTorch,73535, < 5 Years
0.0,False,False,False,,6632, < 5 Years
0.49,True,False,False,,56014, < 5 Years
0.26,True,False,False,TensorFlow,16220, < 5 Years
10.4,True,True,True,Scikit-learn,225459,10-15 Years
2.1,True,False,True,PyTorch,450, < 5 Years
2.7,True,False,False,Keras,2905, < 5 Years
2.1,True,False,True,Scikit-learn,900, < 5 Years
3.3,True,True,False,PyTorch,177148, < 5 Years
0.0,False,False,False,,498, < 5 Years
0.52,True,False,True,,11072, < 5 Years
2.9,True,False,False,Keras,3211, < 5 Years
3.6,True,False,False,TensorFlow,57729, < 5 Years
9.8,False,False,False,,74409,5-10 Years
4.1,True,False,False,Keras,72965, < 5 Years
0.87,True,False,False,,68943, < 5 Years
1.0,True,False,False,TensorFlow,62306, < 5 Years
0.38,True,False,False,Keras,16528, < 5 Years
29.3,True,False,False,Scikit-learn,70122,25+ Years
2.0,True,True,False,,71851, < 5 Years
4.2,False,False,False,Scikit-learn,56503, < 5 Years
0.36,True,True,True,,56829, < 5 Years
0.65,False,False,False,,60341, < 5 Years
25.6,True,False,False,TensorFlow,293342,25+ Years
1.4,True,True,False,Scikit-learn,51927, < 5 Years
0.36,True,False,True,Scikit-learn,551, < 5 Years
0.21,True,False,False,,12663, < 5 Years
1.3,True,True,True,Scikit-learn,98, < 5 Years
8.3,True,True,True,TensorFlow,11332,5-10 Years
0.9,False,False,False,,1744, < 5 Years
2.1,True,False,False,,58582, < 5 Years
7.3,True,True,True,PyTorch,14181,5-10 Years
2.2,True,False,False,Scikit-learn,1475, < 5 Years
25.1,True,False,True,,153134,25+ Years
12.6,True,False,True,Scikit-learn,1620,10-15 Years
0.68,True,False,False,,57475, < 5 Years
2.6,True,False,False,PyTorch,57609, < 5 Years
0.32,True,False,False,Scikit-learn,32402, < 5 Years
0.47,True,False,False,,56818, < 5 Years
0.52,True,True,True,Scikit-learn,488, < 5 Years
5.5,True,False,False,Keras,47210,5-10 Years
2.1,True,False,True,,5358, < 5 Years
0.0,False,False,False,,2239, < 5 Years
2.0,True,False,False,Scikit-learn,167693, < 5 Years
0.39,True,False,False,Keras,74939, < 5 Years
1.0,True,False,False,Scikit-learn,51025, < 5 Years
2.1,True,False,True,TensorFlow,58074, < 5 Years
3.4,True,False,True,TensorFlow,77331, < 5 Years
4.3,True,False,False,Scikit-learn,1446, < 5 Years
7.4,True,False,True,Scikit-learn,10003,5-10 Years
12.8,True,False,False,,51698,10-15 Years
0.33,True,True,True,Scikit-learn,747, < 5 Years
0.72,True,False,False,,54099, < 5 Years
0.58,True,False,False,Scikit-learn,99534, < 5 Years
0.0,False,False,False,,38571, < 5 Years
0.0,False,False,False,,1937, < 5 Years
0.32,True,False,True,Keras,811, < 5 Years
0.85,True,False,False,,50735, < 5 Years
0.22,False,False,False,,3871, < 5 Years
2.4,True,False,True,Scikit-learn,53101, < 5 Years
2.2,True,False,False,,53192, < 5 Years
25.8,True,False,False,Scikit-learn,260651,25+ Years
2.3,True,False,False,TensorFlow,45626, < 5 Years
6.3,True,False,True,,50471,5-10 Years
1.5,True,False,False,PyTorch,279, < 5 Years
2.5,True,False,False,PyTorch,74351, < 5 Years
0.47,False,False,False,,608, < 5 Years
2.2,True,True,True,Scikit-learn,52466, < 5 Years
1.9,True,False,False,Scikit-learn,62256, < 5 Years
0.98,True,False,False,,104520, < 5 Years
2.5,True,False,False,Keras,221, < 5 Years
2.9,True,False,False,,812, < 5 Years
8.8,True,True,True,Scikit-learn,53253,5-10 Years
0.23,True,False,True,Keras,4800, < 5 Years
3.3,True,False,False,,74768, < 5 Years
0.88,True,False,False,PyTorch,452, < 5 Years
0.89,True,False,False,,9742, < 5 Years
1.5,True,False,True,TensorFlow,322, < 5 Years
9.5,False,False,False,,72320,5-10 Years
4.0,True,False,False,TensorFlow,61868, < 5 Years
2.8,True,False,False,TensorFlow,54438, < 5 Years
15.8,False,True,False,,160078,15-20 Years
0.94,True,False,False,,10634, < 5 Years
1.8,True,False,True,Scikit-learn,69, < 5 Years
1.2,True,False,False,Scikit-learn,58803, < 5 Years
4.1,True,False,True,Scikit-learn,639, < 5 Years
6.7,True,True,False,,530,5-10 Years
6.4,True,False,False,TensorFlow,57955,5-10 Years
2.3,True,True,True,Keras,30154, < 5 Years
0.72,True,False,False,Scikit-learn,63499, < 5 Years
15.4,True,False,False,Scikit-learn,184286,15-20 Years
2.9,True,False,False,Keras,565, < 5 Years
2.2,True,False,True,Scikit-learn,34889, < 5 Years
0.46,True,False,True,,64189, < 5 Years
0.0,False,False,False,,1309, < 5 Years
2.1,False,False,False,TensorFlow,52669, < 5 Years
2.3,False,False,False,PyTorch,84208, < 5 Years
5.3,True,False,False,TensorFlow,91336,5-10 Years
8.5,True,True,True,Scikit-learn,55365,5-10 Years
0.64,True,False,False,,60756, < 5 Years
1.8,True,False,True,Keras,22400, < 5 Years
25.2,True,False,False,Scikit-learn,60774,25+ Years
1.7,True,False,False,,60156, < 5 Years
5.0,True,False,False,Keras,6029,5-10 Years
0.75,True,False,False,Scikit-learn,54678, < 5 Years
2.0,True,False,False,Scikit-learn,102106, < 5 Years
3.9,False,False,True,Scikit-learn,1285, < 5 Years
9.8,True,False,True,,2969,5-10 Years
0.43,False,False,False,,205, < 5 Years
0.0,False,False,False,,16072, < 5 Years
0.29,True,False,False,,53905, < 5 Years
15.1,True,False,True,,93473,15-20 Years
0.87,True,True,True,Scikit-learn,60379, < 5 Years
1.1,True,True,False,Scikit-learn,65664, < 5 Years
0.75,True,False,False,,69324, < 5 Years
22.0,True,False,False,TensorFlow,110049,20-25 Years
2.9,True,True,True,Scikit-learn,50696, < 5 Years
0.39,True,False,False,Scikit-learn,178, < 5 Years
0.5,True,False,False,Keras,22783, < 5 Years
0.44,True,False,False,,69953, < 5 Years
16.5,True,True,True,Scikit-learn,84301,15-20 Years
0.0,False,False,False,,3635, < 5 Years
1.4,False,True,True,,58319, < 5 Years
1.4,True,False,False,Scikit-learn,53065, < 5 Years
5.5,True,True,True,Scikit-learn,85085,5-10 Years
6.8,True,False,False,PyTorch,59343,5-10 Years
0.34,True,False,False,Scikit-learn,52783, < 5 Years
1.7,False,False,True,,60809, < 5 Years
2.4,True,True,True,Keras,19716, < 5 Years
2.9,True,True,True,Scikit-learn,743, < 5 Years
1.5,False,False,True,,111, < 5 Years
0.0,False,False,False,,28517, < 5 Years
9.1,True,False,False,PyTorch,4328,5-10 Years
0.89,True,False,False,,71559, < 5 Years
7.5,False,False,False,Keras,39394,5-10 Years
0.73,True,False,False,Scikit-learn,12259, < 5 Years
0.59,True,False,False,,1357, < 5 Years
3.7,True,False,True,TensorFlow,73956, < 5 Years
8.4,True,False,False,TensorFlow,53782,5-10 Years
7.1,True,True,True,Scikit-learn,8051,5-10 Years
4.3,True,False,False,TensorFlow,52990, < 5 Years
0.0,False,False,False,,6652, < 5 Years
29.5,True,True,True,PyTorch,63034,25+ Years
6.5,True,False,False,Scikit-learn,59677,5-10 Years
2.9,True,False,True,Scikit-learn,9602, < 5 Years
3.2,True,False,True,Scikit-learn,57829, < 5 Years
0.0,False,False,False,,364, < 5 Years
5.3,True,False,True,Scikit-learn,53624,5-10 Years
2.2,False,True,False,Scikit-learn,65576, < 5 Years
11.8,False,True,False,Keras,87271,10-15 Years
0.47,True,False,False,Scikit-learn,88288, < 5 Years
22.1,True,False,False,Scikit-learn,208270,20-25 Years
0.97,True,False,False,Scikit-learn,57951, < 5 Years
1.7,True,False,False,,56083, < 5 Years
0.87,True,False,False,,61047, < 5 Years
1.6,True,False,False,TensorFlow,685, < 5 Years
1.1,True,False,True,,51948, < 5 Years
0.0,False,False,False,,1792, < 5 Years
4.1,True,True,False,TensorFlow,17183, < 5 Years
15.2,True,False,False,Scikit-learn,19039,15-20 Years
2.6,True,True,True,Keras,72367, < 5 Years
20.6,False,False,True,TensorFlow,72202,20-25 Years
1.2,False,False,True,,51715, < 5 Years
0.81,True,False,False,Scikit-learn,74192, < 5 Years
4.4,True,False,True,Scikit-learn,4625, < 5 Years
3.7,True,False,False,TensorFlow,13688, < 5 Years
4.9,True,False,False,TensorFlow,72796, < 5 Years
0.74,True,False,False,Scikit-learn,52163, < 5 Years
1.8,False,False,False,Scikit-learn,59456, < 5 Years
4.8,True,False,False,Keras,62000, < 5 Years
0.95,True,False,False,Scikit-learn,7046, < 5 Years
0.28,True,False,False,,63730, < 5 Years
2.6,True,True,True,Scikit-learn,62571, < 5 Years
8.3,False,True,False,,264520,5-10 Years
2.7,True,False,False,Keras,62349, < 5 Years
0.0,False,False,False,,1118, < 5 Years
2.9,True,False,False,,55936, < 5 Years
0.74,True,False,False,Keras,54888, < 5 Years
0.98,True,False,False,Scikit-learn,68949, < 5 Years
1.8,True,False,False,PyTorch,62195, < 5 Years
2.6,True,True,True,,39598, < 5 Years
3.7,True,False,False,Keras,20476, < 5 Years
7.4,True,False,True,TensorFlow,10622,5-10 Years
9.7,True,False,True,TensorFlow,14425,5-10 Years
0.69,True,False,False,,50288, < 5 Years
26.6,True,False,True,,42668,25+ Years
15.6,False,False,True,,55066,15-20 Years
7.8,True,False,True,Scikit-learn,69914,5-10 Years
0.72,True,False,False,,74458, < 5 Years
2.1,True,False,True,Scikit-learn,72670, < 5 Years
8.9,True,False,True,Scikit-learn,60021,5-10 Years
9.0,False,True,False,,55018,5-10 Years
25.0,False,False,False,,116
3.7,True,True,False,Scikit-learn,59611, < 5 Years
0.76,True,False,False,,68475, < 5 Years
4.9,False,True,True,,58585, < 5 Years
6.2,True,False,False,Scikit-learn,14788,5-10 Years
3.7,True,False,False,Keras,58312, < 5 Years
8.6,True,True,True,,7854,5-10 Years
0.45,True,False,False,Keras,96784, < 5 Years
3.8,False,False,True,Scikit-learn,4364, < 5 Years
4.1,False,False,True,,87590, < 5 Years
2.8,True,False,False,Keras,6431, < 5 Years
0.61,True,False,False,PyTorch,61134, < 5 Years
0.26,True,False,True,Scikit-learn,4130, < 5 Years
28.6,False,False,False,,111641,25+ Years
0.73,True,False,False,,66703, < 5 Years
0.47,True,False,False,,648, < 5 Years
5.9,True,False,False,PyTorch,231,5-10 Years
10.4,True,True,True,Scikit-learn,73376,10-15 Years
0.0,False,False,False,,1055, < 5 Years
9.4,True,False,False,Scikit-learn,68001,5-10 Years
0.9,False,False,False,,60024, < 5 Years
0.36,True,True,False,Scikit-learn,58543, < 5 Years
4.3,True,False,True,TensorFlow,66243, < 5 Years
1.5,True,True,True,Scikit-learn,108703, < 5 Years
2.9,True,True,True,Scikit-learn,64996, < 5 Years
0.48,True,False,False,Scikit-learn,72454, < 5 Years
6.2,True,False,True,,27026,5-10 Years
1.7,False,False,True,TensorFlow,69395, < 5 Years
2.4,True,True,False,Scikit-learn,59215, < 5 Years
0.0,False,False,False,,54916, < 5 Years
3.5,True,False,False,PyTorch,40718, < 5 Years
0.27,True,True,False,,69740, < 5 Years
4.0,True,False,True,Scikit-learn,3774, < 5 Years
5.2,True,True,True,,51477,5-10 Years
11.9,True,False,False,,879677,10-15 Years
18.0,True,False,True,Scikit-learn,248590,15-20 Years
4.3,True,False,True,,63730, < 5 Years
8.4,False,False,True,,187811,5-10 Years
0.95,True,False,True,Keras,14, < 5 Years
4.5,True,True,True,Keras,234611, < 5 Years
3.4,True,False,True,Scikit-learn,64377, < 5 Years
5.7,True,False,False,TensorFlow,100255,5-10 Years
1.5,True,False,False,Scikit-learn,688, < 5 Years
2.2,True,False,False,TensorFlow,70543, < 5 Years
0.27,True,False,False,Scikit-learn,61283, < 5 Years
0.0,False,False,False,,5954, < 5 Years
5.0,True,False,False,TensorFlow,182619,5-10 Years
4.5,True,False,True,Scikit-learn,15887, < 5 Years
4.6,True,True,True,Keras,11269, < 5 Years
1.1,True,False,False,Scikit-learn,58679, < 5 Years
26.5,True,False,True,TensorFlow,93361,25+ Years
0.64,True,True,False,PyTorch,52001, < 5 Years
3.7,True,True,False,Scikit-learn,70855, < 5 Years
1.2,True,False,False,,70996, < 5 Years
3.1,True,False,False,Keras,74659, < 5 Years
3.8,True,True,False,,70003, < 5 Years
0.62,True,False,False,,489, < 5 Years
7.9,False,False,False,,139887,5-10 Years
9.0,True,False,False,Scikit-learn,1440,5-10 Years
21.0,True,True,False,Scikit-learn,232,20-25 Years
1.5,True,False,True,Scikit-learn,52746, < 5 Years
2.9,True,False,False,Scikit-learn,71343, < 5 Years
7.8,True,False,False,Scikit-learn,112632,5-10 Years
11.0,True,False,True,Scikit-learn,51704,10-15 Years
1.5,True,False,False,TensorFlow,56055, < 5 Years
1.9,True,False,False,,58423, < 5 Years
0.96,True,True,True,TensorFlow,4629, < 5 Years
1.7,True,False,False,,74723, < 5 Years
0.49,False,False,True,,365, < 5 Years
0.3,True,False,False,Scikit-learn,657, < 5 Years
5.9,True,False,True,TensorFlow,64117,5-10 Years
1.7,True,False,False,PyTorch,71892, < 5 Years
2.7,True,False,True,TensorFlow,790, < 5 Years
0.26,True,False,False,,63368, < 5 Years
3.2,True,False,True,Scikit-learn,69900, < 5 Years
0.29,True,False,True,PyTorch,71720, < 5 Years
27.6,True,False,True,Scikit-learn,120536,25+ Years
1.1,True,False,True,PyTorch,58631, < 5 Years
0.46,True,True,True,Scikit-learn,2127, < 5 Years
4.5,True,True,False,Scikit-learn,20621, < 5 Years
12.6,True,False,False,TensorFlow,58809,10-15 Years
9.1,True,False,False,PyTorch,4019,5-10 Years
0.9,True,False,False,,52275, < 5 Years
2.0,True,True,False,TensorFlow,87240, < 5 Years
9.2,True,False,False,Scikit-learn,71108,5-10 Years
2.6,True,True,True,,63065, < 5 Years
4.8,True,False,False,Scikit-learn,73005, < 5 Years
16.1,True,False,True,TensorFlow,51922,15-20 Years
8.1,True,False,True,Keras,198117,5-10 Years
4.3,True,False,False,Scikit-learn,57956, < 5 Years
6.0,True,False,True,PyTorch,68408,5-10 Years
3.3,True,True,True,Scikit-learn,1725, < 5 Years
0.47,True,True,False,,65017, < 5 Years
4.1,True,True,True,TensorFlow,67983, < 5 Years
24.0,True,False,False,Keras,36303,20-25 Years
1.3,True,False,True,Scikit-learn,63531, < 5 Years
1.2,False,False,False,Keras,56709, < 5 Years
0.34,True,False,True,PyTorch,62368, < 5 Years
0.41,True,False,False,Scikit-learn,56715, < 5 Years
3.8,True,True,True,Scikit-learn,55696, < 5 Years
7.0,True,False,True,TensorFlow,52749,5-10 Years
3.5,True,False,True,TensorFlow,748, < 5 Years
29.6,True,True,True,PyTorch,24,25+ Years
4.5,True,True,True,Scikit-learn,29415, < 5 Years
4.5,True,False,False,Scikit-learn,229, < 5 Years
1.1,True,False,False,Scikit-learn,51960, < 5 Years
0.96,True,False,False,,180, < 5 Years
23.2,True,False,True,Keras,35240,20-25 Years
9.8,True,False,True,,71370,5-10 Years
2.1,True,True,False,Scikit-learn,55551, < 5 Years
4.2,True,False,False,,51566, < 5 Years
4.7,True,False,False,Keras,74621, < 5 Years
0.73,True,False,False,,64902, < 5 Years
2.6,True,False,False,Scikit-learn,1410, < 5 Years
0.62,True,True,False,Scikit-learn,121, < 5 Years
0.32,True,True,False,,67767, < 5 Years
0.98,True,False,False,Scikit-learn,50312, < 5 Years
3.3,True,False,True,Keras,239, < 5 Years
3.7,True,True,False,Scikit-learn,56344, < 5 Years
3.3,True,False,False,PyTorch,29555, < 5 Years
0.95,True,False,False,,12626, < 5 Years
1.2,True,True,False,Scikit-learn,489, < 5 Years
0.63,True,True,True,Scikit-learn,1862, < 5 Years
23.2,True,False,False,PyTorch,52926,20-25 Years
0.53,True,False,True,,15411, < 5 Years
0.89,True,False,False,,73685, < 5 Years
6.0,True,False,True,TensorFlow,946,5-10 Years
10.6,True,False,True,Keras,97009,10-15 Years
0.93,True,False,False,Scikit-learn,57495, < 5 Years
3.2,True,True,True,,63366, < 5 Years
0.0,False,False,False,,1440, < 5 Years
1.5,True,False,True,,72862, < 5 Years
0.7,True,False,False,Scikit-learn,153, < 5 Years
28.0,True,False,True,Keras,54773,25+ Years
1.7,False,False,False,,51, < 5 Years
1.4,True,False,False,PyTorch,59678, < 5 Years
9.4,False,False,True,Keras,176,5-10 Years
7.8,True,True,False,Scikit-learn,38500,5-10 Years
1.3,True,False,True,Scikit-learn,50678, < 5 Years
0.3,True,False,False,Keras,24758, < 5 Years
2.9,True,False,False,Keras,64622, < 5 Years
0.85,True,False,False,Scikit-learn,187, < 5 Years
2.6,False,False,False,,64805, < 5 Years
1.8,True,True,True,TensorFlow,22122, < 5 Years
0.77,True,False,True,PyTorch,50666, < 5 Years
23.0,True,False,True,Scikit-learn,114737,20-25 Years
2.9,True,False,False,Keras,52159, < 5 Years
9.9,True,False,False,TensorFlow,22076,5-10 Years
17.8,False,False,True,Keras,56506,15-20 Years
2.7,False,True,False,,518, < 5 Years
1.1,True,False,True,,6583, < 5 Years
0.26,True,False,False,Scikit-learn,53419, < 5 Years
6.7,True,False,True,Scikit-learn,124378,5-10 Years
2.0,True,False,False,,65766, < 5 Years
4.7,True,False,True,Keras,17663, < 5 Years
23.8,True,False,False,,210973,20-25 Years
29.2,True,False,False,TensorFlow,158658,25+ Years
3.0,True,False,True,Scikit-learn,60391, < 5 Years
1.2,True,False,True,Scikit-learn,51538, < 5 Years
10.8,True,False,False,Scikit-learn,202705,10-15 Years
23.5,True,False,True,,13061,20-25 Years
17.8,True,False,True,Scikit-learn,10429,15-20 Years
9.2,False,False,False,,65716,5-10 Years
0.39,False,True,True,,1784, < 5 Years
29.6,False,False,True,,69289,25+ Years
0.38,False,False,False,,1145, < 5 Years
3.0,True,False,False,PyTorch,42, < 5 Years
2.5,True,False,True,,73701, < 5 Years
0.78,True,False,False,Scikit-learn,1834, < 5 Years
3.3,True,False,False,Scikit-learn,716, < 5 Years
14.4,True,True,False,Scikit-learn,24420,10-15 Years
19.6,True,True,True,PyTorch,63834,15-20 Years
29.4,True,True,True,,916,25+ Years
20.3,True,True,True,Scikit-learn,113777,20-25 Years
1.2,False,True,False,Scikit-learn,53257, < 5 Years
14.4,True,False,False,Keras,6643,10-15 Years
2.1,True,False,True,TensorFlow,57520, < 5 Years
0.39,True,False,True,,623, < 5 Years
1.1,True,True,False,Scikit-learn,50888, < 5 Years
1.1,True,False,True,Scikit-learn,26595, < 5 Years
4.8,True,False,False,TensorFlow,72984, < 5 Years
3.0,True,False,False,Scikit-learn,18273, < 5 Years
29.2,True,True,False,PyTorch,58464,25+ Years
1.6,True,False,True,Scikit-learn,62424, < 5 Years
0.79,True,False,False,,61751, < 5 Years
4.7,True,False,True,Scikit-learn,54365, < 5 Years
16.6,True,False,False,Scikit-learn,237220,15-20 Years
4.0,True,False,False,Scikit-learn,301, < 5 Years
0.91,True,False,True,Scikit-learn,50791, < 5 Years
0.5,True,True,True,,62137, < 5 Years
5.1,False,False,False,,53105,5-10 Years
0.85,True,False,True,Scikit-learn,8, < 5 Years
7.5,True,True,False,,23931,5-10 Years
4.9,True,False,False,Keras,58739, < 5 Years
5.0,True,False,False,Keras,75631,5-10 Years
0.73,True,False,False,,67484, < 5 Years
1.9,True,False,True,Scikit-learn,51154, < 5 Years
14.0,True,False,True,TensorFlow,23713,10-15 Years
27.7,True,True,True,TensorFlow,278493,25+ Years
4.9,True,False,False,TensorFlow,9731, < 5 Years
0.48,True,False,True,Keras,940, < 5 Years
1.3,True,False,False,Keras,71939, < 5 Years
2.8,True,False,True,,53479, < 5 Years
3.2,True,False,True,PyTorch,49127, < 5 Years
29.0,False,True,False,PyTorch,189881,25+ Years
2.5,True,False,False,,66791, < 5 Years
7.8,True,False,False,TensorFlow,4349,5-10 Years
28.1,True,False,False,Scikit-learn,3587,25+ Years
1.7,True,False,True,,66831, < 5 Years
1.5,True,False,False,Keras,52978, < 5 Years
2.5,False,False,True,,877, < 5 Years
1.2,True,False,False,,58138, < 5 Years
0.72,True,False,False,,2735, < 5 Years
0.64,True,False,True,Scikit-learn,60444, < 5 Years
2.7,True,False,True,,50378, < 5 Years
1.0,True,False,False,Scikit-learn,80869, < 5 Years
0.67,True,False,False,,4594, < 5 Years
0.72,True,False,False,,60425, < 5 Years
2.6,True,True,False,,57156, < 5 Years
5.5,True,True,True,TensorFlow,801,5-10 Years
1.3,True,False,True,Scikit-learn,734, < 5 Years
4.7,True,False,False,Scikit-learn,25964, < 5 Years
0.58,True,False,False,Scikit-learn,66, < 5 Years
1.4,True,False,False,Keras,64740, < 5 Years
4.6,True,False,True,,9746, < 5 Years
5.9,True,False,False,Scikit-learn,71904,5-10 Years
2.6,True,True,True,Keras,60925, < 5 Years
2.5,True,True,True,Keras,52187, < 5 Years
2.5,True,True,True,Keras,5582, < 5 Years
1.5,True,False,False,,65455, < 5 Years
1.5,True,False,False,Scikit-learn,1203, < 5 Years
4.7,True,False,True,,61217, < 5 Years
0.33,True,False,False,Scikit-learn,56030, < 5 Years
0.39,True,False,False,PyTorch,63314, < 5 Years
6.7,False,False,True,PyTorch,87483,5-10 Years
2.5,True,False,False,Scikit-learn,9509, < 5 Years
15.1,True,False,False,Scikit-learn,63494,15-20 Years
0.62,True,False,False,,2400, < 5 Years
2.8,True,False,True,Scikit-learn,71081, < 5 Years
0.69,False,False,False,Scikit-learn,644, < 5 Years
4.9,True,False,False,Scikit-learn,710, < 5 Years
4.9,True,True,True,,82154, < 5 Years
3.1,True,False,True,,50632, < 5 Years
4.1,True,False,True,Scikit-learn,59329, < 5 Years
16.1,True,False,False,Keras,114541,15-20 Years
0.82,True,True,False,Keras,60023, < 5 Years
1.4,False,False,False,,65481, < 5 Years
6.4,True,True,True,PyTorch,949405,5-10 Years
3.4,True,True,True,Keras,69822, < 5 Years
0.76,True,False,False,,90603, < 5 Years
0.82,True,False,False,,4980, < 5 Years
0.62,False,True,True,,251, < 5 Years
2.9,True,False,False,Scikit-learn,4231, < 5 Years
1.4,True,False,False,,74546, < 5 Years
0.94,True,False,False,Keras,62815, < 5 Years
2.5,True,False,False,Scikit-learn,11185, < 5 Years
1.6,True,False,False,Scikit-learn,59902, < 5 Years
2.6,True,False,False,Scikit-learn,520, < 5 Years
16.5,True,False,False,Scikit-learn,33018,15-20 Years
5.3,True,False,True,TensorFlow,15835,5-10 Years
1.8,True,False,False,TensorFlow,15440, < 5 Years
2.1,True,True,False,Scikit-learn,10280, < 5 Years
8.6,True,True,True,Keras,95759,5-10 Years
2.3,True,False,True,TensorFlow,65153, < 5 Years
3.6,True,False,False,Scikit-learn,58200, < 5 Years
9.1,True,False,True,TensorFlow,227414,5-10 Years
20.5,True,False,False,Keras,11245,20-25 Years
3.8,True,False,False,Scikit-learn,58677, < 5 Years
20.9,True,True,True,PyTorch,192753,20-25 Years
3.3,False,False,False,,73510, < 5 Years
9.8,True,False,True,Keras,54071,5-10 Years
2.7,True,True,False,Scikit-learn,2885, < 5 Years
0.94,True,False,False,Keras,26677, < 5 Years
1.2,True,True,False,Scikit-learn,53356, < 5 Years
0.0,False,False,False,,20739, < 5 Years
1.6,True,False,False,Keras,38, < 5 Years
0.85,True,False,True,,64824, < 5 Years
0.3,True,False,False,Keras,74125, < 5 Years
8.6,True,True,False,Keras,15523,5-10 Years
0.44,True,False,False,Scikit-learn,63796, < 5 Years
14.2,True,False,False,Scikit-learn,77762,10-15 Years
2.0,True,False,True,Keras,58333, < 5 Years
0.0,False,False,False,,42885, < 5 Years
2.0,True,False,False,Keras,300, < 5 Years
